event_id,art_code,ts_code,name,event_date,title,event_type,direction,intensity,uncertainty,relevance,is_initial_event,event_chain_key,evidence_span,confidence,evidence_match_score,evidence_grounded,rule_event_type,rule_relevance,accepted,review_status,label_source
C-AN202309201599486542,AN202309201599486542,600038.SH,中直股份,2023-09-21,中直股份:中航直升机股份有限公司关于重大资产重组事项获得国务院国资委批复的公告,project_investment,positive,4,3,0.0,True,重大资产重组获国资委批复,"""国务院国有资产监督管理委员会原则同意本次重组总体方案……尚需提交公司股东大会审议批准，并经有权监管机构核准""",0.9,1.0,True,project_investment,1.0,True,adjudicated_sample,codex_assisted_adjudication
C-AN202309271600020545,AN202309271600020545,600038.SH,中直股份,2023-09-28,中直股份:中航直升机股份有限公司关于签订直升机购销合同的公告,order_contract,positive,4,3,0.8,True,签订AC系列直升机购销合同,"""合同总计22架直升机……执行周期较长，有关合同的具体实施进度存在不确定性""",0.9,0.4444444444444444,False,order_contract,1.0,True,adjudicated_sample,codex_assisted_adjudication
C-AN202312181614445909,AN202312181614445909,600038.SH,中直股份,2023-12-18,上海证券交易所并购重组审核委员会2023年第10次审议会议公告,other_business,neutral,1,1,0.0,True,并购重组审核会议,上海证券交易所并购重组审核委员会定于2023年12月25日召开2023年第10次并购重组审核委员会审议会议。审议的发行人：中航直升机股份有限公司（发行股份购买资产）,0.9,0.95,True,project_investment,0.5,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202312181614448731,AN202312181614448731,600038.SH,中直股份,2023-12-19,中直股份:中航直升机股份有限公司关于上海证券交易所并购重组审核委员会审核公司发行股份购买资产并募集配套资金暨关联交易事项会议安排的公告,other_business,neutral,1,5,0.0,True,发行股份购买资产并募集配套资金,拟发行股份购买昌河飞机工业（集团）有限责任公司和哈尔滨飞机工业集团有限责任公司100%股权并募集配套资金,0.9,1.0,True,project_investment,1.0,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202312251614890857,AN202312251614890857,600038.SH,中直股份,2023-12-25,上海证券交易所并购重组审核委员会2023年第10次审议会议结果公告,other_business,neutral,1,1,0.0,True,并购重组审核结果,中航直升机股份有限公司（发行股份购买资产）：本次交易符合重组条件和信息披露要求。,0.9,1.0,True,project_investment,0.5,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202312251614894376,AN202312251614894376,600038.SH,中直股份,2023-12-26,中直股份:中航直升机股份有限公司关于公司发行股份购买资产事项获得上海证券交易所并购重组审核委员会审核通过的公告,project_investment,positive,4,2,0.0,True,发行股份购买资产获审核通过,"""本次重组已获得上海证券交易所并购重组审核委员会审核通过……尚需取得中国证监会同意注册的决定""",0.9,1.0,True,project_investment,1.0,True,adjudicated_sample,codex_assisted_adjudication
C-AN202401041616339965,AN202401041616339965,000099.SZ,中信海直,2024-01-05,中信海直:关于控股子公司海直通航获得2024年通用航空发展专项资金的公告,government_support,positive,3,1,0.8,True,海直通航获2024年通用航空发展专项资金,"""海直通航收到2024年通用航空发展专项资金补贴24,550,000元""",0.9,1.0,True,government_support,1.0,True,adjudicated_sample,codex_assisted_adjudication
C-AN202402051620568507,AN202402051620568507,688297.SH,中无人机,2024-02-06,中无人机:中无人机2023年度业绩快报公告,performance,negative,3,2,0.0,True,2023年度业绩快报,"报告期内，公司实现营业收入 266,396.07 万元，同比下降 3.94%",0.9,1.0,True,performance,0.7500000000000001,True,adjudicated_sample,independent_annotator_consensus
C-AN202404281631542642,AN202404281631542642,688297.SH,中无人机,2024-04-29,中无人机:中无人机关于签订合作框架协议的公告,strategic_cooperation,positive,3,5,0.8,True,与自贡市贡井区政府合作建设无人机总装试飞基地,"""签订合作框架协议……项目涉及立项、环保、规划、建设施工等有关事项，尚需向政府有关主管部门办理……审批工作""",0.9,1.0,True,strategic_cooperation,1.0,True,adjudicated_sample,codex_assisted_adjudication
C-AN202405281634762128,AN202405281634762128,000801.SZ,四川九洲,2024-05-29,四川九洲:四川九洲电器股份有限公司关于控股子公司拟投资设立合资公司的公告,project_investment,positive,3,4,0.9,True,控股子公司拟设立合资公司开展低空飞行测试业务,公司控股子公司四川九洲空管科技有限责任公司为充分利用自身空管业务优势，抢抓低空经济发展机遇，拟依托绵阳北川永昌机场与绵阳科技城通航产业投资控股有限公司在四川省绵阳市北川羌族自治县通航产业园合资设立四川九洲永昌测试有限责任公司，并开展低空飞行测试相关业务。,0.85,0.8246753246753247,True,project_investment,0.75,True,not_human_reviewed,deepseek_evidence_filtered
C-AN202407081637680506,AN202407081637680506,000801.SZ,四川九洲,2024-07-09,四川九洲:关于控股子公司拟投资设立合资公司的进展公告,project_investment,positive,3,2,0.9,False,设立低空测试合资公司,同意公司控股子公司四川九洲空管科技有限责任公司与绵阳科技城通航产业投资控股有限公司在四川省绵阳市北川羌族自治县通航产业园合资设立四川九洲永昌测试有限责任公司，并开展低空飞行测试相关业务。,0.9,0.6098360655737705,False,project_investment,0.6499999999999999,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202410141640286073,AN202410141640286073,688070.SH,纵横股份,2024-10-15,纵横股份:关于公司及全资子公司涉及诉讼的公告,legal_risk,negative,3,5,0.0,True,纵横股份及子公司被诉不正当竞争,"""北京远度起诉纵横股份及纵横大鹏不正当竞争，涉案金额1,100万元……尚未开庭审理""",0.9,1.0,True,legal_safety_risk,0.5,True,adjudicated_sample,codex_assisted_adjudication
C-AN202410231640442343,AN202410231640442343,688297.SH,中无人机,2024-10-24,中无人机:控股股东及实际控制人关于中无人机股票交易异常波动有关事项问询函的回复,other_business,neutral,1,1,0.0,True,股票交易异常波动问询回复,经自查核实，我公司不存在关于你公司的应披露而未披露的重大事项，包括但不限于重大资产重组、发行股份、上市公司收购、债务重组、业务重组、资产剥离和资产注入等重大事项。,0.9,1.0,True,market_risk,0.7500000000000001,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202410231640439624,AN202410231640439624,688297.SH,中无人机,2024-10-24,中无人机:中无人机股票交易异常波动公告,other_business,neutral,1,1,0.0,True,股票交易异常波动公告,公司股票交易连续 3 个交易日内（2024 年 10 月 21 日、2024 年 10 月 22 日和 2024 年 10 月 23 日）收盘价格涨幅偏离值累计超过 30%,0.9,1.0,True,market_risk,0.7500000000000001,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202412251641428816,AN202412251641428816,600038.SH,中直股份,2024-12-26,中直股份:中航直升机股份有限公司以募集资金置换已投入募集资金项目及已支付发行费用的自筹资金的审核报告(大信专审字[2024]第1-03564号),other_business,neutral,1,1,0.0,True,募集资金置换审核报告,以募集资金置换已投入募集资金项目及已支付发行费用的自筹资金的审核报告,0.9,1.0,True,project_investment,0.55,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202412251641428826,AN202412251641428826,600038.SH,中直股份,2024-12-26,中直股份:中航直升机股份有限公司关于以募集资金置换已投入募集资金项目及已支付发行费用的自筹资金的公告,other_business,neutral,1,1,0.0,True,募集资金置换,本次募集资金置换时间距离募集资金到账时间不超过6个月，符合相关法规的要求,0.9,1.0,True,project_investment,0.6000000000000001,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202501071641844499,AN202501071641844499,000099.SZ,中信海直,2025-01-08,中信海直:关于控股子公司海直通航获得政府补助的公告,government_support,positive,3,1,0.8,True,海直通航获政府补助,"""控股子公司海直通航近日收到政府补助款项29,730,000.00元""",0.9,1.0,True,government_support,1.0,True,adjudicated_sample,codex_assisted_adjudication
C-AN202502111642974030,AN202502111642974030,688297.SH,中无人机,2025-02-12,中无人机:中无人机关于变更签字注册会计师及项目质量复核人员的公告,other_business,neutral,1,1,0.0,True,变更签字注册会计师及项目质量复核人员,中航（成都）无人机系统股份有限公司（以下简称“公司”）分别于 2024 年 10 月 29 日、2024 年 11 月 28 日召开第五届董事会第二十三次会议、2024 年第一次临时股东大会，审议通过了《关于变更会计师事务所的议案》，同意变更大信会计师事务所（特殊普通合伙）（以下简称“大信”）为公司提供 2024 年度财务报告和内部控制审计服务。,1.0,1.0,True,project_investment,0.55,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202502271643569080,AN202502271643569080,688297.SH,中无人机,2025-02-28,中无人机:中无人机2024年度业绩快报公告,performance,negative,5,2,0.0,True,2024年度业绩快报,"报告期内，公司实现营业收入 68,524.23 万元，同比下降 74.28%",0.9,1.0,True,performance,0.7500000000000001,True,adjudicated_sample,independent_annotator_consensus
C-AN202503101644243613,AN202503101644243613,002085.SZ,万丰奥威,2025-03-11,万丰奥威:关于子公司收购Volocopter相关资产的公告,project_investment,positive,4,4,1.0,True,子公司收购Volocopter资产,公司下属子公司heptus 591. GmbH与Volocopter GmbH管理人Tobias Wahl签署了《资产收购协议》，heptus 591. GmbH拟收购Volocopter GmbH名下相关有形资产、知识产权及承接特定合同权利义务。,0.9,1.0,True,project_investment,0.6499999999999999,True,not_human_reviewed,deepseek_evidence_filtered
C-AN202503201645152070,AN202503201645152070,002085.SZ,万丰奥威,2025-03-21,万丰奥威:关于子公司收购Volocopter相关资产完成交割的公告,project_investment,positive,4,2,1.0,False,子公司收购Volocopter资产,公司下属子公司heptus 591. GmbH与Volocopter GmbH管理人Tobias Wahl签署了《资产收购协议》，heptus 591. GmbH拟收购Volocopter GmbH名下相关有形资产、知识产权及承接特定合同权利义务，以开发先进的eVTOL产品，打造公司业务增长新引擎。,0.95,0.9285714285714286,True,project_investment,0.5,True,not_human_reviewed,deepseek_evidence_filtered
C-AN202505071668920097,AN202505071668920097,688070.SH,纵横股份,2025-05-08,纵横股份:关于收到中标通知书的自愿性信息披露公告,order_contract,positive,4,4,1.0,True,智慧巴中低空数字经济无人值守系统项目中标,"""中标金额：10,606.80 万元……尚未与招标人签订正式协议及合同，合同签署时间及履约安排存在不确定性""",0.9,1.0,True,order_contract,0.6000000000000001,True,adjudicated_sample,codex_assisted_adjudication
C-AN202506301700506354,AN202506301700506354,300284.SZ,苏交科,2025-06-30,苏交科:关于与专业投资机构共同投资设立产业投资基金的公告,project_investment,positive,3,4,0.9,True,苏交科参与设立低空经济产业投资基金,苏交科作为有限合伙人以自有资金认缴出资人民币1.35亿元，占认缴出资总额的15.00%。空地基金规模9亿元，聚焦低空经济产业链、智能网联汽车产业链、新能源产业链、新基建、智慧物流、航空航天、半导体、新材料等方向。,0.8,0.7380952380952381,False,project_investment,0.48,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202509291752848292,AN202509291752848292,000099.SZ,中信海直,2025-09-30,中信海直:关于南头直升机场搬迁项目的进展公告,other_business,neutral,1,1,0.0,False,南头直升机场搬迁项目,关于南头直升机场搬迁项目的进展公告,0.9,1.0,True,project_investment,1.0,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202509301753492208,AN202509301753492208,688297.SH,中无人机,2025-10-01,中无人机:关于签订日常经营重大合同暨关联交易的公告,order_contract,positive,5,2,0.9,True,签订无人机系统销售合同,"合同标的为无人机系统，合同总价款为 61,547.67 万元人民币（不含税）",0.95,1.0,True,order_contract,1.0,True,adjudicated_sample,independent_annotator_consensus
C-AN202510101759667267,AN202510101759667267,000801.SZ,四川九洲,2025-10-11,四川九洲:四川九洲电器股份有限公司关于控股子公司参与设立投资基金暨关联交易的公告,project_investment,positive,3,4,0.9,True,设立低空经济股权投资基金,公司控股子公司四川九洲空管科技有限责任公司拟与四川九洲投资控股集团有限公司、四川九洲君合私募基金管理有限公司共同投资设立四川九洲低空经济股权投资基金合伙企业（有限合伙）,0.8,0.6942148760330579,False,project_investment,0.7,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202511071776924857,AN202511071776924857,688070.SH,纵横股份,2025-11-08,纵横股份:关于公司及全资子公司诉讼进展的公告,legal_risk,positive,3,1,0.0,False,不正当竞争诉讼进展,"""北京市石景山区人民法院判决驳回原告北京远度互联科技有限公司的起诉""",0.9,1.0,True,legal_safety_risk,0.5,True,adjudicated_sample,codex_assisted_adjudication
C-AN202512051794542407,AN202512051794542407,000801.SZ,四川九洲,2025-12-06,四川九洲:关于控股子公司参与设立投资基金暨关联交易的进展公告,project_investment,positive,3,2,0.9,False,设立低空经济投资基金,公司控股子公司四川九洲空管科技有限责任公司拟与四川九洲投资控股集团有限公司、四川九洲君合私募基金管理有限公司共同出资设立四川九洲低空经济股权投资基金合伙企业（有限合伙）,0.9,1.0,True,project_investment,0.55,True,not_human_reviewed,deepseek_evidence_filtered
C-AN202512081796392620,AN202512081796392620,002389.SZ,航天彩虹,2025-12-09,航天彩虹:关于与关联方共同投资设立参股公司暨关联交易的公告,project_investment,positive,3,4,0.8,True,与关联方共同投资设立参股公司,本次公司与关联方共同对外投资设立子公司事宜契合公司长期发展战略目标。此举有助于充分发挥公司在无人机及低空经济领域的技术优势，以及中天火箭在人工影响天气领域所积累的技术经验，推动公司达成低空经济应用领域的多元化布局,0.9,1.0,True,project_investment,0.6499999999999999,True,not_human_reviewed,deepseek_evidence_filtered
C-AN202512161801833360,AN202512161801833360,002389.SZ,航天彩虹,2025-12-16,航天彩虹:关于调整全资子公司与非关联方合资设立低空科技公司投资方案的公告,project_investment,positive,4,3,1.0,False,设立低空科技公司投资方案调整,"同意全资子公司彩虹无人机科技有限公司调整对外投资方案，以彩虹-8全倾转旋翼相关专利等无形资产作价出资人民币41,701.46万元，与重庆都梁城工高新科技集团有限公司共同设立重庆运虹低空科技有限公司",0.9,0.5226666666666666,False,project_investment,1.0,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202512191803914128,AN202512191803914128,000801.SZ,四川九洲,2025-12-20,四川九洲:四川九洲电器股份有限公司关于收购射频业务资产组暨关联交易的公告,other_business,neutral,1,1,0.0,True,收购射频业务资产组,本次交易属于公司向下游射频子系统领域的延伸，符合公司“下展小系统整机市场”的战略目标。,0.9,1.0,True,project_investment,0.55,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202512301811415550,AN202512301811415550,688070.SH,纵横股份,2025-12-31,纵横股份:关于最近五年被证券监管部门和交易所处罚或采取监管措施及整改情况的公告,legal_safety_risk,negative,3,1,0.0,True,最近五年被监管处罚及整改,公司曾收到中国证监会四川监管局出具的 2 份警示函、 2 份监管关注函,0.9,0.4738955823293173,False,legal_safety_risk,0.5,True,adjudicated_sample,independent_annotator_consensus
C-AN202601081816849257,AN202601081816849257,688297.SH,中无人机,2026-01-09,中无人机:中无人机日常经营重大合同公告,order_contract,positive,4,3,0.8,True,无人机系统销售合同,本合同标的为无人机系统。合同总金额超过公司最近一个会计年度经审计营业收入的50%以上，且超过1亿元。,0.9,0.7692307692307693,False,order_contract,1.0,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202601281818512452,AN202601281818512452,002389.SZ,航天彩虹,2026-01-29,航天彩虹:关于拟以现金出资参股设立通航动力公司的公告,project_investment,positive,3,4,0.9,True,参股设立通航动力公司,"为把握国家低空经济产业发展的战略契机，加快打造无人机产业链链长，确保核心动力环节供应保障，打造产业链关键环节利益共同体，公司拟以现金参股投资的形式，与非关联方合资设立通航动力公司。公司拟以人民币10,000.00万元现金出资，取得通航动力共计2.8571%的股权。",0.85,0.95,True,project_investment,1.0,True,not_human_reviewed,deepseek_evidence_filtered
C-AN202602061819809639,AN202602061819809639,688297.SH,中无人机,2026-02-07,中无人机:中无人机关于年审会计师事务所变更项目质量复核人员的公告,other_business,neutral,1,1,0.0,True,会计师事务所变更项目质量复核人员,中航（成都）无人机系统股份有限公司关于年审会计师事务所变更项目质量复核人员的公告,0.9,1.0,True,project_investment,0.55,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202602261820065672,AN202602261820065672,688297.SH,中无人机,2026-02-27,中无人机:中无人机2025年度业绩快报公告,performance,positive,5,2,0.8,True,2025年度业绩快报,"报告期内，公司实现营业收入 301,585.14 万元，同比增加 340.11%",0.9,1.0,True,performance,0.7500000000000001,True,adjudicated_sample,independent_annotator_consensus
C-AN202603041820269546,AN202603041820269546,002389.SZ,航天彩虹,2026-03-05,航天彩虹:航天彩虹无人机股份有限公司股票交易异常波动公告,other_business,neutral,1,1,0.0,True,股票交易异常波动,公司及控股股东近期不存在应披露而未披露的重大事项或其他处于筹划阶段的重大事项；近期公共传媒未报道可能或已经对本公司股票交易价格产生较大影响的未公开重大信息；公司生产经营正常，近期公司经营情况及内外部经营环境未发生或预计将要发生重大变化。,0.9,0.7323943661971831,False,market_risk,0.7500000000000001,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202603041820269816,AN202603041820269816,688297.SH,中无人机,2026-03-05,中无人机:中无人机股票交易异常波动公告,other_business,neutral,1,1,0.0,True,股票交易异常波动公告,公司股票交易连续3个交易日内（2026年3月2日、2026年3月3日和2026年3月4日）收盘价格涨幅偏离值累计超过30%,0.9,0.95,True,market_risk,0.7500000000000001,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202604101821124909,AN202604101821124909,000099.SZ,中信海直,2026-04-11,中信海直:关于控股子公司海直通航获得政府补助的公告,government_support,positive,3,2,0.8,True,海直通航获得政府补助,"控股子公司海直通用航空有限责任公司于4月10日收到2026年通用航空发展专项资金补贴36,440,000.00元",0.9,0.7225806451612903,False,government_support,1.0,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202604171821304024,AN202604171821304024,000801.SZ,四川九洲,2026-04-18,四川九洲:四川九洲电器股份有限公司关于控股孙公司对外投资的公告,project_investment,positive,3,4,1.0,True,控股孙公司设立低空装备检测公司,"为完善产业布局，构建低空测试服务体系，打造低空装备地面综合测试验证专属运营平台，四川九洲电器股份有限公司（以下简称公司）控股孙公司绵阳科技城低空装备检验检测认证有限责任公司（以下简称低空装备检测公司）拟在四川省绵阳市涪城区投资设立成渝（四川）低空装备检验检测认证有限责任公司（暂定名，公司名称最终以工商注册登记为准，以下简称新公司），注册资本为10,000万元。",0.9,1.0,True,project_investment,0.6499999999999999,True,not_human_reviewed,deepseek_evidence_filtered
C-AN202606041823246959,AN202606041823246959,000099.SZ,中信海直,2026-06-05,中信海直:关于签署樟坑径新机场建设项目监督协议的公告,other_business,neutral,1,3,0.2,True,樟坑径新机场建设监督协议,近日，公司与中海直签署《樟坑径新机场建设项目监督协议》,0.8,1.0,True,project_investment,1.0,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202606041823246840,AN202606041823246840,688070.SH,纵横股份,2026-06-05,纵横股份:关于收到中标通知书的自愿性信息披露公告,order_contract,positive,4,3,1.0,True,新野县低空综合治理能力提升项目中标,"中标项目：新野县低空综合治理能力提升项目；中标金额：6,518.00 万元；中标人：成都纵横大鹏无人机科技有限公司；中标内容：无人值守系统设备及无人机系统等",0.9,0.5045871559633027,False,order_contract,0.55,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202606121823517146,AN202606121823517146,002085.SZ,万丰奥威,2026-06-13,万丰奥威:关于拟以公开摘牌方式收购控股子公司少数股东股权的公告,other_business,neutral,1,1,0.0,True,收购控股子公司少数股权,公司拟通过公开摘牌方式分别收购万盛城丰持有的公司控股子公司万丰飞机工业有限公司28.05%、6.95%的股权,0.9,1.0,True,project_investment,0.6000000000000001,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202208171577308507,AN202208171577308507,300900.SZ,广联航空,2022-08-17,广联航空:关于拟与自贡市贡井区人民政府签订无人机总装及零配件制造项目建设协议书的公告,project_investment,positive,3,4,1.0,True,广联航空无人机总装及零配件制造项目,公司拟与自贡市贡井区人民政府签订《无人机总装及零配件制造项目建设协议书》，公司拟使用项目建筑面积约5.75万平米建设无人机总装厂房及附属用房，新建无人机总装和零配件生产线，项目总投资3亿元人民币。,0.95,1.0,True,project_investment,0.8300000000000001,True,not_human_reviewed,deepseek_evidence_filtered
C-AN202209011577936602,AN202209011577936602,300900.SZ,广联航空,2022-09-01,广联航空:关于与自贡市贡井区人民政府签订无人机总装及零配件制造项目建设协议书的进展公告,project_investment,positive,3,4,0.9,False,无人机总装及零配件制造项目,近日，公司与自贡市贡井区人民政府已完成签署《无人机总装及零配件制造项目建设协议书》。项目投资额约3亿元，其中固定资产投资1.85亿元以上。,0.85,0.95,True,project_investment,0.8300000000000001,True,not_human_reviewed,deepseek_evidence_filtered
C-AN202401291619252721,AN202401291619252721,300900.SZ,广联航空,2024-01-29,广联航空:关于签订日常经营重大销售合同的公告,order_contract,positive,3,2,1.0,True,与华有信签署无人机采购合同,"与华有信（上海）无人机科技有限公司签署了《无人机采购合同》，合同含税金额为人民币8,500.00万元，合同标的为DL-U20无人机系统。",0.95,1.0,True,order_contract,0.48,True,not_human_reviewed,deepseek_evidence_filtered
C-AN202404241631137323,AN202404241631137323,300900.SZ,广联航空,2024-04-25,广联航空:关于投资建设无人机总装及零配件制造项目二期工程的公告,project_investment,positive,4,3,1.0,False,无人机总装及零配件制造项目,为进一步满足市场需求，优化公司战略布局，加深公司在无人机整机装配领域全流程加工制造的专业能力，公司迫切需要提升无人机相关产品的产能，公司此次拟使用自筹资金不超过3.00亿元投资建设“无人机总装及零配件制造项目”二期工程,0.9,1.0,True,project_investment,0.8800000000000001,True,not_human_reviewed,deepseek_evidence_filtered
C-AN202410141640288848,AN202410141640288848,002111.SZ,威海广泰,2024-10-15,威海广泰:关于签订重庆江北机场设备销售合同的公告,other_business,positive,3,1,0.1,True,重庆江北机场设备销售合同,"上述合同金额合计18,161万元，占公司2023年度经审计营业收入的7.55%，将对本年度和下一年度的经营业绩产生积极的影响。",1.0,1.0,True,order_contract,0.8800000000000001,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202210121579098202,AN202210121579098202,600879.SH,航天电子,2022-10-13,600879:航天时代电子技术股份有限公司对外投资公告,project_investment,positive,3,3,0.9,True,设立航天时代飞鸿测试技术有限公司,"航天时代飞鸿技术有限公司（下称“航天飞鸿公司”）以现金出资 9,800 万元，持股 55.06%；包头市达茂联合旗财政局（达茂联合旗国有资产监督管理委员会）以实物资产出资 8,000 万元，持股 44.94%。",0.9,0.95,True,project_investment,0.53,True,not_human_reviewed,deepseek_evidence_filtered
C-AN202311011607693970,AN202311011607693970,300114.SZ,中航电测,2023-11-01,2-1重大资产重组报告书(申报稿)(中航电测仪器股份有限公司),other_business,neutral,1,1,0.1,True,中航电测发行股份购买航空工业成飞100%股权,中航电测拟向航空工业集团发行股份购买其持有的航空工业成飞100%股权...本次交易前，公司主营业务为飞机测控产品和配电系统...本次交易完成后，公司将新增航空装备整机及部附件研制生产业务并聚焦于航空主业。,1.0,0.5555555555555556,False,project_investment,0.53,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202401311619785317,AN202401311619785317,300114.SZ,中航电测,2024-01-31,2-1重大资产重组报告书(申报稿)(中航电测仪器股份有限公司),other_business,neutral,1,1,0.1,True,发行股份购买航空工业成飞100%股权,航空工业成飞主营业务为航空装备整机及部附件研制生产，主要产品包括航空防务装备和民用航空产品。航空防务装备以歼击车等为主要产品，民用航空产品主要为国内外民机零部件。,0.9,0.95,True,project_investment,0.53,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202406251636867250,AN202406251636867250,300114.SZ,中航电测,2024-06-25,2-1重大资产重组报告书(申报稿)(中航电测仪器股份有限公司),other_business,positive,5,5,0.0,True,发行股份购买航空工业成飞100%股权,本次交易前公司主营业务为飞机测控产品和配电系统、电阻应变计、应变式传感器、称重仪表和软件、机动车检测设备等产品的研制生产。本次交易后，航空工业成飞将成为公司全资子公司，公司将新增航空装备整机及部附件研制生产业务并聚焦于航空主业。,0.95,1.0,True,project_investment,0.53,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202407021637463815,AN202407021637463815,300114.SZ,中航电测,2024-07-02,2-1重大资产重组报告书(申报稿)(中航电测仪器股份有限公司),other_business,neutral,1,1,0.0,True,发行股份购买资产,本次交易前，公司主营业务为飞机测控产品和配电系统、电阻应变计、应变式传感器、称重仪表和软件、机动车检测设备等产品的研制生产。本次交易完成后，航空工业成飞成为公司全资子公司。公司将新增航空装备整机及部附件研制生产业务并聚焦于航空主业。航空工业成飞主营业务为航空装备整机及部附件研制生产，主要产品包括航空防务装备和民用航空产品。航空防务装备以歼击车等为主要产品，民用航空产品主要为国内外民机零部件。,1.0,0.95,True,project_investment,0.53,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202407041637564988,AN202407041637564988,300114.SZ,中航电测,2024-07-04,2-1重大资产重组报告书(上会稿)(中航电测仪器股份有限公司),other_business,neutral,1,1,0.1,True,非低空经济相关,本次交易前，公司主营业务为飞机测控产品和配电系统、电阻应变计、应变式传感器、称重仪表和软件、机动车检测设备等产品的研制生产。本次交易完成后，航空工业成飞成为公司全资子公司，公司将新增航空装备整机及部附件研制生产业务并聚焦于航空主业。,1.0,0.95,True,project_investment,0.53,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202407251638306291,AN202407251638306291,300114.SZ,中航电测,2024-07-25,2-1重大资产重组报告书(注册稿)(中航电测仪器股份有限公司),other_business,neutral,1,1,0.0,True,与低空经济无关,本次交易前，公司主营业务为飞机测控产品和配电系统、电阻应变计、应变式传感器、称重仪表和软件、机动车检测设备等产品的研制生产。本次交易完成后，航空工业成飞成为公司全资子公司。公司将新增航空装备整机及部附件研制生产业务并聚焦于航空主业。航空工业成飞主营业务为航空装备整机及部附件研制生产，主要产品包括航空防务装备和民用航空产品。航空防务装备以歼击机等为主要产品，民用航空产品主要为国内外民机零部件。,1.0,0.95,True,project_investment,0.53,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202412131641295390,AN202412131641295390,600879.SH,航天电子,2024-12-14,航天电子:航天时代电子技术股份有限公司关于航天时代飞鸿技术有限公司延庆无人机装备产业基地一期建设项目调整投资规模的公告,project_investment,neutral,3,2,0.9,False,延庆无人机基地投资调整,"拟对“延庆无人机装备产业基地一期建设项目”内容进行优化调整，将项目投资规模由 68,900 万元调增至 83,050 万元",0.9,0.5560975609756098,False,project_investment,0.8300000000000001,False,not_human_reviewed,deepseek_evidence_filtered
C-AN202505231677800609,AN202505231677800609,600879.SH,航天电子,2025-05-24,航天电子:航天时代电子技术股份有限公司关于控股子公司航天时代飞鸿技术有限公司投资建设延庆无人机装备产业基地二期项目的公告,project_investment,positive,3,4,1.0,True,延庆无人机装备产业基地二期项目,"拟投资建设延庆无人机装备产业基地二期项目，项目总投资42,000万元",0.9,0.4788732394366197,False,project_investment,0.8800000000000001,False,not_human_reviewed,deepseek_evidence_filtered
